"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1971","Mon oncle Antoine (My Uncle Antoine)","1971","Claude Jutra","Canadá","Drama","6.6","83"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1970","La muralla verde","1969","Armando Robles Godoy","Perú","Drama","7.5","147"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1969","Ole dole doff","1968","Jan Troell","Suecia","Drama","6.6","45"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1968","Nevinost bez zastite","1968","Dusan Makavejev","Yugoslavia","Documental","6.8","31"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1967","Här har du ditt liv","1966","Jan Troell","Suecia","Drama","7.5","31"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1966","Bushidô zankoku monogatari","1963","Tadashi Imai","Japón","Acción","7.1","39"
"Festival de Chicago (datos próx.)","Festival","Estados Unidos","1965","The Lollipop Cover","1965","Everett Chambers","Estados Unidos","Drama","",""
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2018","Alles ist gut","2018","Eva Trobisch","Alemania","Drama","6.6","31"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2017","Undir trénu (Under the Tree)","2017","Hafsteinn Gunnar Sigurðsson","Islandia","Drama","6.6","738"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2016","Slava (Glory)","2016","Kristina Grozeva, Petar Valchanov","Bulgaria","Comedia","7.1","745"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2015","Hrútar (Rams)","2015","Grímur Hákonarson","Islandia","Drama","6.7","3560"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2014","Gett, the Trial of Viviane Amsalem","2014","Ronit Elkabetz, Shlomi Elkabetz","Israel","Drama","7.0","1784"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2013","Philomena","2013","Stephen Frears","Reino Unido","Drama","6.7","13479"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2012","Silver Linings Playbook","2012","David O. Russell","Estados Unidos","Romance","6.7","61802"
"Festival de Hamptons (datos próx.)","Festival","Estados Unidos","2011","The Artist","2011","Michel Hazanavicius","Francia","Comedia","7.7","57611"
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2019","Wan mei jin xing shi","2019","Shengze Zhu","Hong Kong","Documental","",""
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2018","Xiao gua fu cheng xian ji","2018","Cai Chengjie","China","Drama","",""
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2017","Sexy Durga","2017","Sanal Kumar Sasidharan","India","Drama","5.7","22"
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2016","Radio Dreams","2016","Babak Jalali","Estados Unidos","Comedia","5.2","26"
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2015","La obra del siglo","2015","Carlos Quintela","Cuba","Drama","5.5","70"
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2014","Yamamori clip koujo no atari (Anatomy of a Paper Clip)","2013","Ikeda Akira","Japón","Drama","",""
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2013","Larzanandeye charbi","2013","Mohammad Shirvani","Irán","Drama","",""
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2012","Jidan he shitou (Egg and Stone)","2012","Ji Huang","China","Drama","",""
"Festival de Rotterdam (datos próx.)","Festival","Países Bajos (Holanda)","2011","Musan Il-gi (The Journals of Musan)","2010","Park Jung-bum","Corea del Sur","Drama","6.5","22"
"Festival de La Habana (datos próx.)","Festival","Cuba","2017","Alanis","2017","Anahí Berneri","Argentina","Drama","6.3","1121"
"Festival de La Habana (datos próx.)","Festival","Cuba","2016","Desierto","2015","Jonás Cuarón","México","Thriller","5.7","1640"
"Festival de La Habana (datos próx.)","Festival","Cuba","2015","El Club (The Club)","2015","Pablo Larraín","Chile","Drama","7.1","9100"
"Festival de La Habana (datos próx.)","Festival","Cuba","2014","Conducta","2014","Ernesto Daranas","Cuba","Drama","7.2","1557"
"Festival de La Habana (datos próx.)","Festival","Cuba","2013","Heli","2013","Amat Escalante","México","Drama","6.4","1834"
"Festival de La Habana (datos próx.)","Festival","Cuba","1993","Fresa y chocolate","1993","Tomás Gutiérrez Alea, Juan Carlos Tabío","Cuba","Drama","7.2","17885"
"Festival de La Habana (datos próx.)","Festival","Cuba","1992","La tarea prohibida","1992","Jaime Humberto Hermosillo","México","Comedia","5.8","39"
"Festival de La Habana (datos próx.)","Festival","Cuba","1982","Tiempo de revancha","1981","Adolfo Aristarain","Argentina","Thriller","7.6","4185"
"Festival de Montreal (datos próx.)","Festival","Canadá","2015","Fou d'amour","2015","Philippe Ramos","Francia","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","2014","Obediencia perfecta","2013","Luis Urquiza","México","Drama","5.5","177"
"Festival de Montreal (datos próx.)","Festival","Canadá","2013","Chce sie zyc","2013","Maciej Pieprzyca","Polonia","Drama","7.3","406"
"Festival de Montreal (datos próx.)","Festival","Canadá","2012","Atesin düstügü yer","2012","Ismail Günes","Turquía","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","2011","Hasta la vista","2011","Geoffrey Enthoven","Bélgica","Comedia","6.4","2818"
"Festival de Montreal (datos próx.)","Festival","Canadá","2010","Adem (Oxygen)","2010","Hans Van Nuffel","Bélgica","Drama","6.8","41"
"Festival de Montreal (datos próx.)","Festival","Canadá","2009","Korkoro (Liberté)","2009","Tony Gatlif","Francia","Drama","7.0","142"
"Festival de Montreal (datos próx.)","Festival","Canadá","2008","Okuribito (Departures)","2008","Yōjirō Takita","Japón","Drama","7.6","10244"
"Festival de Montreal (datos próx.)","Festival","Canadá","2007","Ben X","2007","Nic Balthazar","Bélgica","Drama","6.6","5111"
"Festival de Montreal (datos próx.)","Festival","Canadá","2006","O Maior Amor do Mundo","2006","Carlos Diegues","Brasil","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","2005","Off Screen","2005","Pieter Kuijpers","Países Bajos (Holanda)","Thriller","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","2004","The Syrian Bride","2004","Eran Riklis","Israel","Comedia","6.8","371"
"Festival de Montreal (datos próx.)","Festival","Canadá","2003","Kordon (Le Cordon)","2002","Goran Markovic","Yugoslavia","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","2002","Il più bel giorno della mia vita","2002","Cristina Comencini","Italia","Drama","6.6","203"
"Festival de Montreal (datos próx.)","Festival","Canadá","2001","Baran","2001","Majid Majidi","Irán","Drama","7.3","1403"
"Festival de Montreal (datos próx.)","Festival","Canadá","2000","Le goût des autres","2000","Agnès Jaoui","Francia","Comedia","7.0","3155"
"Festival de Montreal (datos próx.)","Festival","Canadá","1999","Rang-e khoda (The Color of Paradise)","1999","Majid Majidi","Irán","Drama","7.6","2139"
"Festival de Montreal (datos próx.)","Festival","Canadá","1998","The Quarry","1998","Marion Hänsel","Bélgica","Intriga","5.1","39"
"Festival de Montreal (datos próx.)","Festival","Canadá","1997","Bacheha-Ye aseman (Children of Heaven)","1997","Majid Majidi","Irán","Drama","7.9","2911"
"Festival de Montreal (datos próx.)","Festival","Canadá","1996","Different for Girls","1996","Richard Spence","Reino Unido","Comedia","6.0","64"
"Festival de Montreal (datos próx.)","Festival","Canadá","1995","Georgia","1995","Ulu Grosbard","Estados Unidos","Drama","5.9","282"
"Festival de Montreal (datos próx.)","Festival","Canadá","1994","Once Were Warriors","1994","Lee Tamahori","Nueva Zelanda","Drama","7.1","1757"
"Festival de Montreal (datos próx.)","Festival","Canadá","1993","Trahir","1993","Radu Mihaileanu","Rumanía","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","1992","El lado oscuro del corazón","1992","Eliseo Subiela","Argentina","Drama","7.4","7338"
"Festival de Montreal (datos próx.)","Festival","Canadá","1991","Salmonberries","1991","Percy Adlon","Alemania","Drama","5.8","64"
"Festival de Montreal (datos próx.)","Festival","Canadá","1990","Caídos del cielo","1990","Francisco J. Lombardi","Perú","Drama","7.1","527"
"Festival de Montreal (datos próx.)","Festival","Canadá","1989","S.E.R. - Svoboda eto rai (Freedom is Paradise)","1989","Sergey Bodrov","Unión Soviética (URSS)","Drama","6.4","32"
"Festival de Montreal (datos próx.)","Festival","Canadá","1988","La lectrice","1988","Michel Deville","Francia","Drama","6.4","345"
"Festival de Montreal (datos próx.)","Festival","Canadá","1987","Kenny (The Kid Brother)","1988","Claude Gagnon","Canadá","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","1986","37º2 le matin","1986","Jean-Jacques Beineix","Francia","Romance","7.0","1077"
"Festival de Montreal (datos próx.)","Festival","Canadá","1985","Padre nuestro","1985","Francisco Regueiro","España","Drama","6.3","473"
"Festival de Montreal (datos próx.)","Festival","Canadá","1984","El Norte","1983","Gregory Nava","Estados Unidos","Aventuras","7.0","170"
"Festival de Montreal (datos próx.)","Festival","Canadá","1983","Mikan no taikyoku","1982","Ji-shun Duan, Jun'ya Satô, Shu'an Liu","Japón","Drama","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","1982","Brimstone & Treacle","1982","Richard Loncraine","Reino Unido","Thriller","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","1981","The Chosen","1981","Jeremy Kagan","Estados Unidos","Drama","7.2","53"
"Festival de Montreal (datos próx.)","Festival","Canadá","1980","The Stunt Man","1980","Richard Rush","Estados Unidos","Acción","5.9","472"
"Festival de Montreal (datos próx.)","Festival","Canadá","1979","1+1=3","1979","Heidi Genée","Alemania del Oeste (RFA)","Comedia","",""
"Festival de Montreal (datos próx.)","Festival","Canadá","1978","Ligabue (TV)","1977","Salvatore Nocita","Italia","Serie de TV","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","2017","Bugday","2017","Semih Kaplanoglu","Turquía","Drama","5.6","42"
"Festival de Tokyo (datos próx.)","Festival","Japón","2016","Die Blumen von gestern","2016","Chris Kraus","Austria","Drama","5.3","38"
"Festival de Tokyo (datos próx.)","Festival","Japón","2015","Nise: O Coração da Loucura","2015","Roberto Berliner","Brasil","Drama","7.5","297"
"Festival de Tokyo (datos próx.)","Festival","Japón","2014","Heaven Knows What","2014","Ben Safdie, Joshua Safdie","Estados Unidos","Drama","6.4","634"
"Festival de Tokyo (datos próx.)","Festival","Japón","2013","Vi är bäst!","2013","Lukas Moodysson","Suecia","Drama","7.0","1269"
"Festival de Tokyo (datos próx.)","Festival","Japón","2012","Le fils de l'autre","2012","Lorraine Levy","Francia","Drama","6.7","1434"
"Festival de Tokyo (datos próx.)","Festival","Japón","2011","Intouchables","2011","Olivier Nakache, Eric Toledano","Francia","Comedia","8.1","105443"
"Festival de Tokyo (datos próx.)","Festival","Japón","2010","Hadikduk HaPnimi (Intimate Grammar)","2010","Nir Bergman","Israel","Drama","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","2009","Iztochni piesi - Eastern Plays","2009","Kamen Kalev","Bulgaria","Drama","5.9","150"
"Festival de Tokyo (datos próx.)","Festival","Japón","2008","Tulpan","2008","Sergei Dvortsevoy","Kazajstán","Comedia","6.3","951"
"Festival de Tokyo (datos próx.)","Festival","Japón","2007","Bikur Ha-Tizmoret (The Band's Visit) (The Bands Visit)","2007","Eran Kolirin","Israel","Comedia","6.6","1966"
"Festival de Tokyo (datos próx.)","Festival","Japón","2006","OSS 117: Le Caire nid d'espions (OSS 117: Cairo, Nest of Spies)","2006","Michel Hazanavicius","Francia","Comedia","5.5","1044"
"Festival de Tokyo (datos próx.)","Festival","Japón","2005","Yuki ni Negau Koto (What the Snow Brings)","2005","Kichitaro Negishi","Japón","Drama","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","2004","Whisky","2004","Juan Pablo Rebella, Pablo Stoll","Uruguay","Comedia","6.8","7406"
"Festival de Tokyo (datos próx.)","Festival","Japón","2003","Nuan","2003","Jianqi Huo","China","Drama","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","2002","Knafayim Shvurot","2002","Nir Bergman","Israel","Drama","6.9","140"
"Festival de Tokyo (datos próx.)","Festival","Japón","2001","Parrullat (Slogans)","2001","Gjergj Xhuvani","Albania","Drama","6.5","42"
"Festival de Tokyo (datos próx.)","Festival","Japón","2000","Amores Perros","2000","Alejandro González Iñárritu","México","Drama","7.7","73669"
"Festival de Tokyo (datos próx.)","Festival","Japón","1998","Abre los ojos","1997","Alejandro Amenábar","España","Intriga","7.3","67371"
"Festival de Tokyo (datos próx.)","Festival","Japón","1997","Savrseni krug","1997","Ademir Kenovic","Bosnia y Herzegovina","Drama","7.1","255"
"Festival de Tokyo (datos próx.)","Festival","Japón","1996","Kolja (Kolya)","1996","Jan Sverák","República Checa","Comedia","7.4","3108"
"Festival de Tokyo (datos próx.)","Festival","Japón","1993","Lan feng zheng","1993","Tian Zhuangzhuang","China","Drama","6.8","203"
"Festival de Tokyo (datos próx.)","Festival","Japón","1991","City of Hope","1991","John Sayles","Estados Unidos","Drama","6.8","159"
"Festival de Tokyo (datos próx.)","Festival","Japón","1989","Djavolji raj (That Summer of White Roses)","1989","Rajko Grlic","Yugoslavia","Drama","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","1987","Old Well","1986","Wu Tianming","China","Drama","",""
"Festival de Tokyo (datos próx.)","Festival","Japón","1985","Taifû Kurabu","1985","Shinji Sômai","Japón","Drama","7.2","44"
"Premios Oscar","Premio","Estados Unidos","2019","Green Book","2018","Peter Farrelly","Estados Unidos","Drama","7.6","17604"
"Premios Oscar","Premio","Estados Unidos","2018","The Shape of Water","2017","Guillermo del Toro","Estados Unidos","Fantástico","6.5","38219"
